"Time (CET/CEST)","BZN|NO5 > BZN|NO1 [MW]","BZN|NO1 > BZN|NO5 [MW]"
"01.03.2025 00:00 - 01.03.2025 00:15","2483","0"
"01.03.2025 00:15 - 01.03.2025 00:30","2461","0"
"01.03.2025 00:30 - 01.03.2025 00:45","2426","0"
"01.03.2025 00:45 - 01.03.2025 01:00","2400","0"
"01.03.2025 01:00 - 01.03.2025 01:15","2185","0"
"01.03.2025 01:15 - 01.03.2025 01:30","2161","0"
"01.03.2025 01:30 - 01.03.2025 01:45","2137","0"
"01.03.2025 01:45 - 01.03.2025 02:00","2144","0"
"01.03.2025 02:00 - 01.03.2025 02:15","2091","0"
"01.03.2025 02:15 - 01.03.2025 02:30","2079","0"
"01.03.2025 02:30 - 01.03.2025 02:45","2072","0"
"01.03.2025 02:45 - 01.03.2025 03:00","2052","0"
"01.03.2025 03:00 - 01.03.2025 03:15","2062","0"
"01.03.2025 03:15 - 01.03.2025 03:30","2082","0"
"01.03.2025 03:30 - 01.03.2025 03:45","2071","0"
"01.03.2025 03:45 - 01.03.2025 04:00","2094","0"
"01.03.2025 04:00 - 01.03.2025 04:15","2181","0"
"01.03.2025 04:15 - 01.03.2025 04:30","2175","0"
"01.03.2025 04:30 - 01.03.2025 04:45","2142","0"
"01.03.2025 04:45 - 01.03.2025 05:00","2155","0"
"01.03.2025 05:00 - 01.03.2025 05:15","2135","0"
"01.03.2025 05:15 - 01.03.2025 05:30","2141","0"
"01.03.2025 05:30 - 01.03.2025 05:45","2152","0"
"01.03.2025 05:45 - 01.03.2025 06:00","2165","0"
"01.03.2025 06:00 - 01.03.2025 06:15","2256","0"
"01.03.2025 06:15 - 01.03.2025 06:30","2179","0"
"01.03.2025 06:30 - 01.03.2025 06:45","2228","0"
"01.03.2025 06:45 - 01.03.2025 07:00","2291","0"
"01.03.2025 07:00 - 01.03.2025 07:15","2336","0"
"01.03.2025 07:15 - 01.03.2025 07:30","2335","0"
"01.03.2025 07:30 - 01.03.2025 07:45","2369","0"
"01.03.2025 07:45 - 01.03.2025 08:00","2415","0"
"01.03.2025 08:00 - 01.03.2025 08:15","2575","0"
"01.03.2025 08:15 - 01.03.2025 08:30","2671","0"
"01.03.2025 08:30 - 01.03.2025 08:45","2693","0"
"01.03.2025 08:45 - 01.03.2025 09:00","2700","0"
"01.03.2025 09:00 - 01.03.2025 09:15","2771","0"
"01.03.2025 09:15 - 01.03.2025 09:30","2762","0"
"01.03.2025 09:30 - 01.03.2025 09:45","2766","0"
"01.03.2025 09:45 - 01.03.2025 10:00","2776","0"
"01.03.2025 10:00 - 01.03.2025 10:15","2617","0"
"01.03.2025 10:15 - 01.03.2025 10:30","2672","0"
"01.03.2025 10:30 - 01.03.2025 10:45","2642","0"
"01.03.2025 10:45 - 01.03.2025 11:00","2623","0"
"01.03.2025 11:00 - 01.03.2025 11:15","2657","0"
"01.03.2025 11:15 - 01.03.2025 11:30","2644","0"
"01.03.2025 11:30 - 01.03.2025 11:45","2620","0"
"01.03.2025 11:45 - 01.03.2025 12:00","2575","0"
"01.03.2025 12:00 - 01.03.2025 12:15","2622","0"
"01.03.2025 12:15 - 01.03.2025 12:30","2641","0"
"01.03.2025 12:30 - 01.03.2025 12:45","2609","0"
"01.03.2025 12:45 - 01.03.2025 13:00","2541","0"
"01.03.2025 13:00 - 01.03.2025 13:15","2559","0"
"01.03.2025 13:15 - 01.03.2025 13:30","2579","0"
"01.03.2025 13:30 - 01.03.2025 13:45","2548","0"
"01.03.2025 13:45 - 01.03.2025 14:00","2515","0"
"01.03.2025 14:00 - 01.03.2025 14:15","2502","0"
"01.03.2025 14:15 - 01.03.2025 14:30","2503","0"
"01.03.2025 14:30 - 01.03.2025 14:45","2437","0"
"01.03.2025 14:45 - 01.03.2025 15:00","2382","0"
"01.03.2025 15:00 - 01.03.2025 15:15","2349","0"
"01.03.2025 15:15 - 01.03.2025 15:30","2358","0"
"01.03.2025 15:30 - 01.03.2025 15:45","2345","0"
"01.03.2025 15:45 - 01.03.2025 16:00","2348","0"
"01.03.2025 16:00 - 01.03.2025 16:15","2218","0"
"01.03.2025 16:15 - 01.03.2025 16:30","2208","0"
"01.03.2025 16:30 - 01.03.2025 16:45","2188","0"
"01.03.2025 16:45 - 01.03.2025 17:00","2267","0"
"01.03.2025 17:00 - 01.03.2025 17:15","2429","0"
"01.03.2025 17:15 - 01.03.2025 17:30","2501","0"
"01.03.2025 17:30 - 01.03.2025 17:45","2480","0"
"01.03.2025 17:45 - 01.03.2025 18:00","2445","0"
"01.03.2025 18:00 - 01.03.2025 18:15","2487","0"
"01.03.2025 18:15 - 01.03.2025 18:30","2529","0"
"01.03.2025 18:30 - 01.03.2025 18:45","2499","0"
"01.03.2025 18:45 - 01.03.2025 19:00","2455","0"
"01.03.2025 19:00 - 01.03.2025 19:15","2283","0"
"01.03.2025 19:15 - 01.03.2025 19:30","2230","0"
"01.03.2025 19:30 - 01.03.2025 19:45","2236","0"
"01.03.2025 19:45 - 01.03.2025 20:00","2143","0"
"01.03.2025 20:00 - 01.03.2025 20:15","1966","0"
"01.03.2025 20:15 - 01.03.2025 20:30","1950","0"
"01.03.2025 20:30 - 01.03.2025 20:45","1847","0"
"01.03.2025 20:45 - 01.03.2025 21:00","1730","0"
"01.03.2025 21:00 - 01.03.2025 21:15","1368","0"
"01.03.2025 21:15 - 01.03.2025 21:30","1390","0"
"01.03.2025 21:30 - 01.03.2025 21:45","1358","0"
"01.03.2025 21:45 - 01.03.2025 22:00","1300","0"
"01.03.2025 22:00 - 01.03.2025 22:15","1119","0"
"01.03.2025 22:15 - 01.03.2025 22:30","1096","0"
"01.03.2025 22:30 - 01.03.2025 22:45","1112","0"
"01.03.2025 22:45 - 01.03.2025 23:00","1113","0"
"01.03.2025 23:00 - 01.03.2025 23:15","1202","0"
"01.03.2025 23:15 - 01.03.2025 23:30","1184","0"
"01.03.2025 23:30 - 01.03.2025 23:45","1161","0"
"01.03.2025 23:45 - 02.03.2025 00:00","1122","0"
